, Are there abandoned cars in the neighborhood? How many do you see? ,Are any commercial/residential buildings being renovated?,Are private security guards visible?,Census Tract,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #1,Image #1 coordinates,Image #2,Image #2 coordinates,Image #3,Image #3 coordinates,Image #4,Image #4 coordinates,Image #5,Image #5 coordinates,Is there a police officer visible? ,"Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)",Is there public transportation available in the block face? ,"On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ","On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ","On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?",Other thoughts or comments for Image #1,Other thoughts or comments for Image #2,Other thoughts or comments for Image #3,Other thoughts or comments for Image #4,Other thoughts or comments for Image #5,Timestamp,Unnamed: 0,Unnamed: 0.1,What kinds of establishments are there on the block face? Select all that apply.
114,0.0,Yes,No,4010.0,"Street Face of 45th Street at Intersection with Martin Luther King Jr. Way, Oakland, CA, 94609","4428 Martin Luther King Jr Way, Oakland, CA 94609","4428 Martin Luther King Jr Way, Oakland, CA 94609","648 44th St, Oakland, CA 94609","4401 Martin Luther King Jr Way, Oakland, CA 94609",https://drive.google.com/open?id=1CP2wwCu4-1Rs_APa40PM4a5y-MT809PS,"(37.831217, -122.2719625)",https://drive.google.com/open?id=1eKOQC0UKKnYzRWw4C4v7mYPoZtgGpIfm,"(37.831217, -122.2719625)",https://drive.google.com/open?id=1D0X3q2OB75OcQnqAqFQ9eJcPqjKrNBgD,"(37.831217, -122.2719625)",https://drive.google.com/open?id=1pyTpT4WpTY0XLEwdK6PERXmO4oigNm76,"[37.833086784396, -122.268385406347]",https://drive.google.com/open?id=1wTk4BpAaIUpWICzcNqCT6E3PpPBgofWd,"(37.831217, -122.2719625)",No,Yes,Yes,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,"It demonstrated what the neighborhood environment was, and how everyone tried to maintain it through a public art display.","The corner liquor store had signed 'the pledge', which tried to maintain the peace and safety of the neighborhood through responsible management.","The liquor store also had a sign accepting EBT, even though the neighborhood appeared to be well-off.",A sign advertising tennis summer camps to children,An old barber store that seems to be closed down and with no for sale/rent sign apparent,10/24/2018 12:38:50,,114.0,Liquor stores or Marijuana Dispensaries
115,0.0,No,No,4217.0," 1600 Shattuck Ave #112, Berkeley, CA 94709","The directory of the busine 1600 Shattuck Ave #106, Berkeley, CA 94709","1550 Shattuck Ave, Berkeley, CA 94709","2024 Cedar Street, Berkeley, CA 94709","2022 Cedar Street, Berkeley, CA 94709",https://drive.google.com/open?id=1jG8MvM16aC5nLMhVf8iYMHOV8i6NfK-F,"(37.8819398, -122.2701843)",https://drive.google.com/open?id=1Z8l4sft2VT1krQw-1uX4W28SFtVAdXcG,"(37.8819398, -122.2701843)",https://drive.google.com/open?id=1-lHqpqCiq58PiNNkoK0u-It2_2dfcG3D,"[37.8788525, -122.269976578391]",https://drive.google.com/open?id=1EKyG86kT1b3PMB1Pfhz902dtrAYob0t3,"[37.8781893, -122.2701935]",https://drive.google.com/open?id=167dUcyw6jCaTeok_azcvAiCYCg37-_s0,"[37.8781878, -122.2702135]",No,Yes,No,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,The entrances of the eating establishments/businesses are on Cedar and not Shattuck as the addresses indicate (except Crepevine). ,"The directory of the businesses and practices, most are located above/behind the restaurants.",The side of Safeway Community Market.,The only residential units on the block. ,One of the very few graffiti pieces found on the block. All the visible graffiti was small in size.,10/24/2018 12:45:11,,115.0,"Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores"
116,0.0,Yes,No,4205.0,"1064 Stannage Ave, Albany, CA, 94706 "," 1062 Kavins Ave, Albany, CA, 94706","1053 Stannage Ave, Albany, CA, 94706","1050 Kavins Ave, Albany, CA, 94706",,https://drive.google.com/open?id=1UEVRjIEwAHlMjBpMhMDmCjyJhbfZE7xn,"[37.8851501836735, -122.295585673469]",https://drive.google.com/open?id=1FsRfJk8zgklqo_raKSqSt4IB9S8gRVjo,"(37.8867059, -122.2950048)",https://drive.google.com/open?id=1bGqJan_gbeDxhFwQOEIQj1J-IG8xXLo1,"[37.8855068367347, -122.295483734694]",https://drive.google.com/open?id=1eqsVqT7gq1BmcsRE5Y5kxQpW_FQgdFfY,"(37.8867059, -122.2950048)",,,No,No,Yes,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,Signs showing the residents' political attitudes,Heavy task: one father with four kids,The horrible Halloween house,The building slides,,10/24/2018 12:49:48,,116.0,
117,1.0,No,No,4224.0,"1624 Milvia St, Berkeley, CA 94709",,,,,,"[37.8770947, -122.2715731]",,,,,,,,,No,No,Yes,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,10/24/2018 13:13:13,,117.0,
118,0.0,Yes,No,4212.0,"906 Contra Costa Ave, Berkeley, CA 94707","901 Contra Costa Ave, Berkeley,CA 94707","869-A Contra Costa Ave, Berkeley,CA 94707","865 Contra Costa Ave, Berkeley,CA 94707","848 Contra Costa Ave, Berkeley,CA 94707",https://drive.google.com/open?id=1i2BJTG_nSCmbgjJ9UqiW18wsRMg5qTyY,"[37.8914842147416, -122.276069275695]",https://drive.google.com/open?id=1EF2kyT5Be3fJ_Sk4fqpmxKJBJ_OTbG98,"[37.8916389, -122.2758068]",https://drive.google.com/open?id=1nnNqCPgENWEPUcQA0_X6VoSgp-zimVtL,"[37.8926016986437, -122.276311105022]",https://drive.google.com/open?id=1spFsIxwxv9A62xkJn6Jy2568L9FyfIYe,"[37.8927140102342, -122.276305174377]",https://drive.google.com/open?id=139IPCnyTAIrdUJdrg7ltL33R9LIJ9sFL,"[37.8931238634588, -122.276437990487]",No,No,No,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,This was the only type of trash on the street. It was a result of some remodeling on one of the houses. ,This house is one of 4 on the block being renovated. It is going under the most construction of all them. The rest are light or in the rear/unseen parts of the homes.,This is a 'park' in the neighborhood. I is just a big rock you can climb. The view at the top is great. Take note of the sign by the left of the rock which has the rules for the park.,"I put that some buildings on the block had gates. This an example of that, most serve a greater purpose as decoration than security. These were intimidatingly beautiful homes.",Many homes either had this sign in front of it or another one in front for a different security company.,10/24/2018 15:45:29,,118.0,
119,0.0,No,No,4235.0,"2623 Shattuck Ave. Berkeley, CA, 94704",Shattuck Ave. and Parker St.,"2625 Shattuck Ave. Berkeley, CA, 94704",,,https://drive.google.com/open?id=1jqRStmqD1nKUpL1e6TvLHyDzoca5BeJ_,"[37.8729527, -122.2684812]",https://drive.google.com/open?id=1NTS3arPo1A3BB-mkpgYlgxnAIJrgq73c,"[37.8619267, -122.267279]",https://drive.google.com/open?id=1j0zcUhkLVQLHo_nQ_8IqJgXHQ7H1wqma,"[37.8729527, -122.2684812]",,,,,No,Yes,Yes,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,The abandoned automotive sound shop.,The print graffiti on the western face of the block.,The Equinox Gym with condos above it. Highlights the disparity in development. ,,,10/24/2018 14:33:21,,119.0,"Auto repair/auto body shop, Community center"
120,2.0,No,No,4014.0,"888 Brockhurst St, Oakland, CA, 94608","890 Brockhurst St, Oakland, CA 94608","890 Brockhurst St, Oakland, CA 94608","the car next to the house, I guess it's abandoned",,https://drive.google.com/open?id=1rBvQ1k3BB66cOWf5acRJiQCCHaHhyVHx,"[37.8232340845566, -122.275339927151]",https://drive.google.com/open?id=1SdKpOFmtxRKOZwP4dtXIDMIsj18WnJQp,"[37.8232458676453, -122.27539074172]",https://drive.google.com/open?id=1Fhs2XqNmcJnnzsTmFLhrwa1-7fB07s8z,"[37.8232458676453, -122.27539074172]",https://drive.google.com/open?id=1HcSKG8YgypemipFSDFgoDhwv_SzphFu_,"(37.8207387, -122.2733758)",,,No,Yes,Yes,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,It's typical type housing in Oakland without too much care,"It's an elementary school in the block. Well-designed, but I guess no security nearby","It's huge fence around the Hoover Elementary school. Inside of this, there are lots of trash.","877 Brockhurst St, Oakland, CA 94608",,10/24/2018 14:52:09,,120.0,"Liquor stores or Marijuana Dispensaries, Schools or daycare centers, Supermarkets/grocery stores, Warehouses"
121,0.0,Yes,No,4214.0," 1989 El Dorado Ave, Berkeley, CA 94707","1995 El Dorado Ave, Berkeley, CA 94707","2001 Hopkins St, Berkeley, CA 94707","Sutter Street (tunnel) by 2003 Hopkins St, Berkeley, CA 94707","2001 Hopkins St, Berkeley, CA 94707",https://drive.google.com/open?id=1Zg24LYcKo_Oif1xw0vuHvronhD3EL9O3,"[37.88892685, -122.272938420673]",https://drive.google.com/open?id=1ZK8PvftVWt3f06Zd53KBzMSRXEowzBxa,"[37.8889048, -122.272717]",https://drive.google.com/open?id=126hywcXp7M8IKVwzl5FTboEgK7IlmVYB,"[37.8880229582047, -122.273002542938]",https://drive.google.com/open?id=1J6-HlkDxDCNfggcBDWDuCdvz_DAhBTQj,"(37.8883409, -122.270922)",https://drive.google.com/open?id=1Nwb4HhS0AOK7nnUlZzql0SfYyqyMIw48,"[37.8880229582047, -122.273002542938]",No,No,Yes,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,High barbed wire fencing divides substation from apartment units which appear hidden in the back of commercial buildings.,"Building for Golden Gate Sotheby's International Realty which took up most space here. One man kept looking at me from the window and seemed uncomfortable, which made me uncomfortable. Furniture, computers, and what looks to be a meeting room are all visible through the windows.","Vacant space with faded sign from former commercial tenant, which appears to be Magnolia Salon de Beaute. Leasing sign is posted. Windows show glimpses inside of very empty room with no signs of construction.","Taken from around the side of Topaz Salon, the block abruptly cuts into a tunnel for traffic. More wire fencing is shown, but not as high and does not appear to be barbed. Pathway enables pedestrian and cyclist access of tunnel.","Took a panorama outside vacant storefront lot to show full surroundings. I am confused by this area, because from where I am standing it appears as though  attempts have been made to establish upscale boutiques, but the surrounding area appears to comprise lower middle-class housing.",10/24/2018 15:26:58,,121.0,Professional offices (doctor dentist lawyer accountant real estate)
122,0.0,No,No,4239.01,,,,Home-made sign in a resident’s window alerting neighbors of risk of animal kidnaps.,,https://drive.google.com/open?id=1m0Mw0aJqiaYcu1z4PTZZl9clxWPy0qNb,"(37.8523001, -122.2675177)",https://drive.google.com/open?id=1iCd36IBxWxBUtFSOsVxPoB07cjoWDZdY,"(37.8523001, -122.2675177)",https://drive.google.com/open?id=1oDNpbr4VdozS4VzaWngSW411g0On0c9_,"(37.8523001, -122.2675177)",https://drive.google.com/open?id=1kerYc1Sw4tYG7D53khEo7PcyLgq_B2n4,"(37.8523001, -122.2675177)",,,No,Yes,No,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,Typical duplexes lining the street.  Notice one residence resides above the other.,A pile of goods outside a residence free to any takers.,Trees and cars line the litter-free street.,,,10/24/2018 15:27:40,,122.0,Auto repair/auto body shop
123,0.0,No,No,4213.0,"1850 Solano Ave, Berkeley, CA 94707","1830 Solano Ave, Berkeley, CA 94707","1825 Solano Ave, Berkeley, CA 94707","1820 Solano Ave A, Berkeley, CA 94707","1801 Solano Ave, Berkeley, CA 94707",https://drive.google.com/open?id=1zyuIk1DAjFQimgEfdR0kjRGCIwsfTFSY,"[37.8913003768633, -122.278671673717]",https://drive.google.com/open?id=1mAOmdvYmQcu_lNDNLH9MCrLtX9bp7kFw,"[37.8912830590818, -122.279032621103]",https://drive.google.com/open?id=1La5gdqQuBDC2g0Q6pcaq5rQ-5QK5qsOr,"[37.8914456137594, -122.27910524919]",https://drive.google.com/open?id=1S_L0Mw65DG6BdjIHmVYvUjBD5Pt9Dqxd,"[37.8912585, -122.279519]",https://drive.google.com/open?id=1pRenwnJOKgHEQTB5ysp9ICnxABBd4ad9,"[37.891406, -122.279754]",No,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,Shows people have a place to post their ads.,Shows that cigarettes are being sold in the block.,Shows multiple restaurants including a coffee shop and ice cream shop.,Shows a recreation center in the area.,Shows there is a bank in the area.,10/24/2018 15:52:02,,123.0,"Banks or credit unions, Eating places/restaurants, Gas station, Supermarkets/grocery stores"
124,0.0,Yes,Yes,4030.0,"1000 Broadway #160, Oakland, CA 94607","1000 Broadway, Oakland, CA 94607","1000 Broadway, Oakland, CA 94607","1000 Broadway, Oakland, CA 94607","901 Franklin St Ste 88, Oakland, CA 94607",https://drive.google.com/open?id=1WzazmrGzkCltozQkRcFsNfo_3-QmmQLT,"(37.8004265, -122.270732)",https://drive.google.com/open?id=1BWT7NyHu8FHGigQ909ISm0Ix8IF8jt13,"[37.8017983, -122.2724448]",https://drive.google.com/open?id=14kxN6FLQrMhqHYYTi1SRiib7HR6Yo8gE,"[37.8017983, -122.2724448]",https://drive.google.com/open?id=1g7F-HfK1Q2FYWo7f85O0QthcAyGLQggx,"[37.8017983, -122.2724448]",https://drive.google.com/open?id=1iXQhGj4TsPq0KPDxMIsrFn6c69hizp2x,"(37.8004265, -122.270732)",No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,"many trees, plants ","Many students were over there, securities were there.","The roadway is very clean and no trashes, broken glasses found. ","you can find good transportation here, many bicycle, buses.. etc",very clean trashcan overall,10/24/2018 16:37:53,,124.0,"Banks or credit unions, Community center, Eating places/restaurants, Schools or daycare centers"
125,0.0,Yes,No,4214.0,"1042 Oxford st Berkeley, CA  94707","2109 Los Angeles Ave Berkeley, CA  94707","2119 Los Angeles Ave Berkeley, CA  94707",,,https://drive.google.com/open?id=1cEFgaz46utSG-uFBaopTzhKRI1Fs93jh,"[37.8891169, -122.2679168]",https://drive.google.com/open?id=1g4YHp-ENTDyXPqTfG2ry710yiLFL61mv,"[37.8904308, -122.2747164]",https://drive.google.com/open?id=158_XjsLKaSSkodm1VYtxV_J9n518TpfC,"[37.8904308, -122.2747164]",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,This image is a good visualization of the sidewalk in the street block. It is very well maintained with trees on either sides and most importantly no trash of any kind. The fence on the right as well is both functional as a barrier but also decorartive as it looks very well maintained and adds to the aethstic of the property. ,"This image shoes the well maintained street as well how organized and well taken of everything is. All cars are parked amply far from the street and the trash is in its designated position. The building on the other side of the street also sets the stage for the rest of the houses on the street, looking grandiose. ","The reason I chose this image is because of the importance of cleanliness of the people living on this street. Looking at the entrance to the garage, although there are leaves in the driveway the sidewalk remains completly clear. It really seems as thought the citizens of this street treat cleaninless as a top priority. Also it is important to notice the lights along the street as they do not look cheap and must be quite expensive to maintain. ",,,10/24/2018 16:57:59,,125.0,
126,0.0,No,No,4014.0,"24th St & Martin Luther King Jr Way Oakland, CA 94612","24th St & Martin Luther King Jr Way Oakland, CA 94612","24th St & Martin Luther King Jr Way Oakland, CA 94612",,,https://drive.google.com/open?id=1JM_RRMHPo4GxlT6dCf2YP0dA3vaGWJvh,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1PbSDAZ0Qk_1honmnYtoJzYuBjO8LA-6F,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=10GU1U1RyNnKuWL1BFs1vIfpcMPmeUSDL,"(37.8207387, -122.2733758)",,,,,No,Yes,Yes,3.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,Homeless Tents and Rentable Electric Scooter,Vacant Lot,Street Art,,,10/24/2018 17:20:33,,126.0,"Auto repair/auto body shop, Manufacturing"
127,0.0,Yes,No,4010.0,"707 39th St, Oakland, CA 94609","717 39th St,Oakland, CA 94609","701 39th St, Oakland, CA 94609",,,https://drive.google.com/open?id=1-T9Dn0iFZoTlOtLgqc-5LoaAE0ybwwI9,"[37.829158835325, -122.270053085569]",https://drive.google.com/open?id=17KnrqgRTCNi5pDphTxvD8cZ0B-pAz9S0,"[37.8291768671266, -122.27016297244]",https://drive.google.com/open?id=1TB-nFmT9VgE1m6UuwQW6eTOFPTFkuG1D,"[37.829148016244, -122.269987153447]",,,,,No,Yes,No,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,"This 15 mph/speed bump sign shows that speeding has been a problem in the past here. Found it very interesting to see this sign on a block that is between two main roads. 
","This house along with several others is under renovation. It is also a multi-family house, meaning that many people are going to benefit from this housing once it is available. ","
This front yard is decorated for Halloween and also has a sign that reads, “Drive like your kids live here.” This tells me that there are children living in this house. The neighborhood does not seem to be the most child friendly however, due to the businesses that are in the area and lack of child friendly businesses. ",,,10/24/2018 18:30:31,,127.0,Auto repair/auto body shop
128,0.0,Yes,No,4028.0,"604 20th St., Oakland, CA 94612","2003 Telegraph Ave., Oakland, CA 94612","2301 Telegraph Ave., Oakland, CA 94612","500 William St., Oakland, CA 94612",,https://drive.google.com/open?id=1tfa0hTRvqo2S57ybsFol77uLR2JR-Lck,"[37.8101072144315, -122.272260790306]",https://drive.google.com/open?id=1tYUL1dYasCPd4OoP57m_lFOQc0-YRvsp,"[37.8097556600973, -122.269722804523]",https://drive.google.com/open?id=1mDkNG4X7udXqKUe2R3AECX__EGUJMXAt,"[37.81276, -122.268974]",https://drive.google.com/open?id=1kCskzGBU0w9dR5blGQYL77i2QPa2_vpL,"[37.809083, -122.269945]",,,Yes,Yes,Yes,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,Old beauty supply store with pull-down metal security blinds and artwork on all sides of the building.,Unmarked building with a painted mural across the entire face of the building; trees that line some of the street visible.,Modern office building that is under renovation.,"Well kept, modern apartment buildings; note that the entrances to the units are all raised from the street.",,10/24/2018 19:01:01,,128.0,Professional offices (doctor dentist lawyer accountant real estate)
129,0.0,No,No,4217.0,"1536 Oxford Street, Berkeley, CA, 94709.","1526 Oxford Street, Berkeley, CA, 94709.","1501 Walnut Street, Berkeley, CA, 94708.","1511 Walnut Street, Berkeley, CA, 94709.","1527 Walnut Street, Berkeley, CA, 94709.",https://drive.google.com/open?id=1PLqZzbo9X22-Q9H3XevqEm9liGnGmC9F,"[37.8797720681045, -122.267100929001]",https://drive.google.com/open?id=1pAaz6N-VcQPAs_z1qadnecHPzFFJgAAK,"[37.8795326, -122.2671516]",https://drive.google.com/open?id=1hWkV7_25xoXGvgXLySSaOKJe0YIcJ3di,"[37.8801531, -122.267834688903]",https://drive.google.com/open?id=18ndJY5Qh7qrYx0CBQuToTyTapiYW-sL8,"[37.8800475889316, -122.268080621571]",https://drive.google.com/open?id=1qMseZKmsIhbZbggJNSurrTYAM2dSdYYv,"[37.8797940540091, -122.268053533479]",No,Yes,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,It is easy to find such a decorated house with a great garden in this area.,Houses facing to Oxford Street have big space of garage behind them.,There is only one building which is not for housing. This is a church in this block.,"Each garden of this block has a different concept from other houses in this block. However, we can say many houses have gardens usually in this block.",I asked a lady to allow me to take a picture. Many walkers of this block go around with their pets such as dogs. There are no homeless people and teenagers.,10/24/2018 19:47:23,,129.0,
130,0.0,No,No,4224.0,"1912 Francisco St. Unit B, Berkeley, CA 93704","1910 Francisco St. Unit B, Berkeley, CA 93704","1915 Francisco St. Unit B, Berkeley, CA 93704",,,https://drive.google.com/open?id=1SZkny7SJgNDbHf4rnn37rAsQDtdzEfC-,"(37.8752396, -122.2695878)",https://drive.google.com/open?id=1G0pC9YEWz0evjFhhpKWTdPSCiduRwHM8,"(37.8752396, -122.2695878)",https://drive.google.com/open?id=1cZ7gLS76Fd1e-9MakALpBLEM996LODoH,"(37.8752396, -122.2695878)",,,,,No,No,No,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,"A higher socioeconomic status can be observed as waste is divided amongst compost, landfill, and recycling. These are generally added county fees that not everyone can afford. ","
This area also leaves old furniture and objects to be taken for free. There’s a high regard for reusing items here.","Most of the cars parked here are Hondas, Toyotas, and other vehicles of similar price range and date. Signifying that most individuals are of middle-class. ",,,10/24/2018 21:54:00,,130.0,
131,0.0,No,No,4229.0,"2180 Milvia St, Berkeley, CA 94704","1980 Allston Way, Berkeley, CA 94704","2001 Bancroft Way, Berkeley, CA 94704","1980 Allston Way, Berkeley, CA 94704","1980 Allston Way, Berkeley, CA 94704",https://drive.google.com/open?id=1LAfZPaTYqpQkh84WPBZeeJLkFdlhPOLy,"[37.8694472, -122.270795144079]",https://drive.google.com/open?id=11eyXNL6SHDMHE9swnlvmXNmxNVn9G57F,"[37.8689254380936, -122.270983757155]",https://drive.google.com/open?id=19-poGjfy8WrzJ3UYrn-5EXCt6sxkjDiH,"[37.867462, -122.27004]",https://drive.google.com/open?id=1p5TZnxcLU0f0FIqOquoEI08TPRoqThPD,"[37.8689254380936, -122.270983757155]",https://drive.google.com/open?id=10JPfMsycXsn_4khByVirWjI8p_UeYg5j,"[37.8689254380936, -122.270983757155]",No,No,Yes,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,civic center: No one really present coming in and out of the building ,Berkeley High School: Kept in good condition ,Berkeley Inn ,Near Berkeley High School - minimum damage ,,10/24/2018 22:29:18,,131.0,"Community center, Parks, Post office, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers"
132,0.0,No,No,4212.0,"Indian Rock Avenue, Berkeley, CA","Thousand Oaks Berkeley, CA","Marin Avenue Berkeley, CA",,,https://drive.google.com/open?id=1fw-BB4084p0nqE0i8um01yjbsEXmXEWx,"[37.8935029, -122.272481]",https://drive.google.com/open?id=18NMXiIZs1AvC5hFa-ieUyz7cWDd_7Jdz,"[37.8953226, -122.2814103]",https://drive.google.com/open?id=1ULz_alAzMuBjzY_55nFl94-6uFoS1n1y,"[37.8891892, -122.2750742]",,,,,No,No,Yes,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,It is a cool recraatio area close to the block from where i took pictures of where people can practice rock climbing. I thought it was very unique to have in a residencial area.,The neiborhood I visited was pretty clean and had nice houses. So this picture is to show that. ,All the houses had good frontyard space.,,,10/24/2018 23:25:18,,132.0,"Fire station, Gas station, Parks, Playgrounds"
133,0.0,No,No,4239.01,"3004 Wheeler Street, Berkeley, CA, 94705","3001 Fulton Street, Berkeley, CA, 94705","3021 Wheeler Street, Berkeley, CA, 94705",,,https://drive.google.com/open?id=1QRya5GkWB5YW7yPv7v3Hea96K6cbq1v1,"[37.8552840477303, -122.264640957635]",https://drive.google.com/open?id=18781akJPf2IxoEI--dCuIhTokB48ayXQ,"[37.85554, -122.26338]",https://drive.google.com/open?id=1USf7u8UPD768ArnV4s7IIHLU-MRjAbBV,"[37.8546447786376, -122.264323100601]",,,,,No,No,No,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,This house is best example to know difference between Fulton Street and Wheeler Street,It is a place to rental a bicycle. This is an evidence that this street is safe compare to another street and low risk that the bike is stolen by somebody.  ,"I thought this house is in the middle of renovation because of steel framing in the yard, but it was just object according to the google map. Also it is only a dwelling which is decorating for Halloween on this street.",,,10/25/2018 3:34:11,,133.0,
134,1.0,Yes,No,4031.0,Clay Street,"740 Clay Street, Oakland CA",730 Clay Street,740-50 Clay Street area ??,,https://drive.google.com/open?id=1-_5b96lktDSF9UFamgX7ytuINian9KwV,"[40.61257125, -122.384699241587]",https://drive.google.com/open?id=1AptLjH49dcvpqvSt3nA_Z-tMCgz1sibC,"[37.8007233701069, -122.276357847093]",https://drive.google.com/open?id=1vy9R2qC0QCHnvL8-ouIN7FhR3pdtp01t,"[31.6054193, -85.0496448]",https://drive.google.com/open?id=1WFsE9I2VOE2TtVxhAlmcRuD7ELhHrDC4,"[38.442417, -78.849657]",,,Yes,Yes,No,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,"Parking lot in the area, shows the more run down side ",Under the run down apartment building ,"mural, nice restaurant, and then a building under renovation",Sign advertising community events in area at establishment ,,10/25/2018 14:31:03,,134.0,"Eating places/restaurants, Liquor stores or Marijuana Dispensaries"
136,0.0,No,No,4214,,,,,,,,,,,,,,,,No,No,Yes,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,10/29/2018 12:40:23,136.0,,
137,2.0,Yes,No,4235,"2609 Shattuck Ave Berkeley, CA 94704","2619 Shattuck Ave, Berkeley, CA 94704","3223, 2600 Shattuck Ave, Berkeley, CA 94704",,,https://drive.google.com/open?id=1MMV75s0EFTOwTkJ4PMq_D8bdWlC4SYXh,,https://drive.google.com/open?id=1Cmy3dy5BodALT0kVUMazWuKthrJxt41t,,https://drive.google.com/open?id=1NwWN1A1W8vysVV_WRBVzsmTu6FT9pP0L,,,,,,No,Yes,Yes,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,"The parking lot once utilized by customers of the automotive sound and appliance shop is the home of about 50 vehicles that a dealer down Shattuck Avenue is thriving on. 
","Wick’s appliance shop has been abandoned due to the rising market of internet purchases. 
","The Parker apartments on Shattuck Avenue features 20 luxurious apartment units with an Equinox gym sitting below it.  
",,,10/29/2018 15:00:33,137.0,,"Auto repair/auto body shop, Eating places/restaurants, Manufacturing"
138,0.0,Yes,No,4014," 890 Brockhurst St, Oakland, CA 94608"," 861 Brockhurst St, Oakland, CA 94608"," 861 Brockhurst St, Oakland, CA 94608","872 Brockhurst St, Oakland, CA 94608","800-898 Brockhurst St Oakland, CA 94608",https://drive.google.com/open?id=1TO0knZswjDaSmoKYcaRMW14ogjlUbKAy,,https://drive.google.com/open?id=1qRKchWUDer9VjMcWAHd_zc3YWC4K5MMy,,https://drive.google.com/open?id=18SQ-WnW9Kyl8uxqcrP9PHLKaVcVOqt-o,,https://drive.google.com/open?id=1ODd9EILK889c2Gzbf1NXDWzdqQif9BGx,,https://drive.google.com/open?id=1VEMyJTsu6yqnwPJEE7W7YtiW9lJqCaqO,,No,No,No,3.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,We see a playground behind high fences in the elementary school.,"From the street, there is a view of a rundown housing area that looks working class and much less looked after than the houses on the street.","The front of the school has high fencing all around to keep people out, but has a cute front with greenery around.","Here we see the area across the street from the school, which is well kept houses, some slightly run down despite their cleanliness, surrounded by lots of greenery and front yards.",We see RV's that seem to have people living in them parked right outside the school.,10/29/2018 15:54:25,138.0,,"Playgrounds, Schools or daycare centers"
