Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5
11/1/2019 19:33:25,4205,1,4,1,2,0,3,2,No,2,No,N/A,3,No,No,No,https://drive.google.com/open?id=1yG2TZYNx5oK66h7PJbue1ldsJlsXGJq0,"914 Kains Avenue, Albany, CA, 94706",This car parked at the entrance of the area which is illegal.,https://drive.google.com/open?id=1KDswL0Y-zrP4eOsKer2vNyisexT7SOSW,"966 Kains Avenue, Albany, CA, 94706",This is a 2 floor multiple household occupancy. There are 6 units in total and there are a few similar kind of residential housing located in this block.,https://drive.google.com/open?id=1KbQd7EG7yozI4zcYq6LK4DnVXdrG-0g9,"920 Kains Avenue, Albany, CA, 94706","There are many residents who planted a lot of flowers in their garden. And since Halloween is coming soon, the houses are decorated with halloween decorations.",https://drive.google.com/open?id=17r0msaz2YbWclbu_Yvw_tpT_McsEvMN8,There are a lot of cigarette butts on the sidewalk. ,"921 Kains Avenue, Albany, CA, 94706",https://drive.google.com/open?id=12L8DOZIlFUEaJULFodffF9U8DYYDDgQ-,"944 Kains Avenue, Albany, CA, 94706",This is the homeless person that I mentioned above who has treated me unfriendly and shouted at me.
11/1/2019 19:37:15,4217,1,1,1,2,0,1,2,Yes,2,No,Eating places/restaurants,3,No,No,No,https://drive.google.com/open?id=1RKlXPhAJH_7D7VeJX1urmbA2SavZiK1t,"1517 Walnut Street, Berkeley, CA, 94709",,https://drive.google.com/open?id=110aN28gqapBh4enFlvkbyWeVs4m-0hjE,"1502 Walnut Street, Berkeley, CA, 94709",Example of business signs,https://drive.google.com/open?id=1SWY0sgtMYpUfC8GqpyRGjsXaZnE5LTuZ,"1517 Walnut Street, Berkeley, CA, 94709",Example of sidewalk/street condition,https://drive.google.com/open?id=1ZVkoL5WF9SWfkn3R2vdbqEnrCpO9a0bB,,"1528 Walnut Street, Berkeley, CA, 94709",,,
11/1/2019 19:59:18,4229,2,2,5,3,0,4,2,No,1,Yes,"Community center, Eating places/restaurants, Liquor stores or Marijuana Dispensaries",2,No,No,No,https://drive.google.com/open?id=1Ow4XlkTgRrYlPXfcw4sKVdCahbH2a6iS,"2045 Shattuck Avenue, Berkeley, CA, 94704","Residential units above businesses. I was thinking about who lives in these units, do the owners of the businesses live here as well? Is this mostly student housing? This mixed-used building is in a heavily trafficked area and in very close proximity to the University, among other important buildings. ",https://drive.google.com/open?id=15ElpEalfyQjYSjGjHXDRGdsip3BkKK1U,"2120 Oxford Street, Berkeley, CA, 94704","The Berkeley Art Museum and Pacific Film Archive sits on this street, across from the University. This image is of a screen that projects announcements and events that are happening at the BAMPFA. This building has a modern design to it.",https://drive.google.com/open?id=1h7cBq0_QhgpMfevP5VR1GCrLZINXW788,"2110 Addison Street, Berkeley, CA, 94704","In contrast to the BAMPFA, this building is built in a brick-style. It is a mixed-use building, one of the businesses that sits below is a barber shop, the other is a furniture store. This building sits, in its aged and antique state, directly next to the BAMPFA, which has a modern design. ",https://drive.google.com/open?id=1ZRJZcXHqdDypX3L3D5R_PB6GrDcKTrDq,"This crane, which is a sign of construction, sits behind a brick-style building. Next to this construction site is the BAMPFA. The crane is constructing a new high-rise, mixed-use building and shows how the area is developing in order to meet the demands of the population.  ","2112 Addison Street, Berkeley, CA, 94704 ",https://drive.google.com/open?id=1qdp8n7XinSRi6bdyJk6B_Hp2XcrbXkv8,"2199 Addison Street, Berkeley, CA, 94704","This building is part of the University of California, Berkeley. It is currently being reconstructed on the inside. What does this imply about the priorities of the university when its students are homeless and basic needs are not being met? "
11/1/2019 21:19:20,4214,1,1,1,1,0,2,1,No,2,No,Community center,2,No,No,No,https://drive.google.com/open?id=1LvrmSTvDBPqqrq7piAKvO2h1t7z3u-it,"1140 Walnut Street, Berkeley, CA, 94707",Image of the Children’s Community Center. It is fenced off and has a security code to enter. I think this Center is interesting to note given that the rest of the black is a residential area. ,https://drive.google.com/open?id=1I6moxZ5PhTPxkXTLsiyDh7s-DmvOOEp9,"1195 Walnut Street, Berkeley, CA, 94707","Chalk drawings that include a rainbow, mountain, cloud, stick and stick figure. This shows that within this block there is a presence of children that play outside at times. ",https://drive.google.com/open?id=1SUvj494w9XjYYuvhrUoY-aEYTngIUoo-,"1162 Walnut Street, Berkeley, CA, 94704","Image of an older white lady walking her dog. I think this image is important because there were various older folks walking around the block, and thus serves to represent that within this block, there is a good number of older white folks that live there. ",https://drive.google.com/open?id=1LISdZ5ElHjc4sC2_nbvVNS5igtGnmyjS,"Image of one of the many signs posted in the front of homes. This is interesting as it may point to the type of views that this block may hold regarding immigrants, police brutality, the environment, women, those with disabilities, etc. At the same time there is the “Bay Alarm” in the back representing the safeness, or at least security, within the community.  ","1147 Walnut Street, Berkeley, CA, 94707",,,
11/1/2019 21:20:05,4014,2,2,1,2,0,4,2,Yes,3,Yes,"Auto repair/auto body shop, Community center, Eating places/restaurants, Liquor stores or Marijuana Dispensaries, Parks, Playgrounds",3,Yes,No,No,https://drive.google.com/open?id=1M55mU_FNo_4POeScoGlm_eVtwHFFuVyZ,"650 28th St, Oakland, CA, 94609","The beginning of  28th st, there’s a couple abandoned buildings on this corner like the one in the image above. Most of the abandoned buildings are tagged with scrap wood and boarded doors facing the street. ",https://drive.google.com/open?id=1-x6o-BdNGTTSiR9A39YVq2psg_S9suEy,"2798 Martin Luther King Jr Way, Oakland, CA, 94612
","This is near the corner of MLK and 29th street, another abandoned building. I noticed the street on this side of the block is deteriorated. ",https://drive.google.com/open?id=1exSahVpkH0Hf4CgxTi8WEirr5_0nvbSu,"752 29th St, Oakland, CA, 94609",A home on the block,https://drive.google.com/open?id=1JKwf80oXJeTM0DwvmQw7I9OEErEbB5em,"A park on 29th st, there was one unaccompanied kid playing here. Next to this park, a community center is being either renovated or constructed. ","678 29th St, Oakland, CA, 94609",,,
11/1/2019 21:30:34,4213,1,1,1,1,0,2,1,No,2,No,N/A,2,Yes,No,No,https://drive.google.com/open?id=1c-QNUE1AAqO9Gwp1tYT6whO5MzZay5b5,"1800 Catalina Ave, Berkeley, CA, 94707","The block is in good condition and clean, and no trash or litter found.
",https://drive.google.com/open?id=1YIlr6KDVheqLyM2E8sa-xC9IWpu3ZcTc,"806 The Alameda, Berkeley, CA, 94707",The end of the block. Many types of vehicles parked in the neighborhood.  ,https://drive.google.com/open?id=180HEjWe1bePRO5cBM65QYiAX_dBsD1gr,"1821 Catalina Ave, Berkeley, CA, 94707","The Baptist church adjacent to the block.
",https://drive.google.com/open?id=1RotkSijvmwXdWauknPmXTMsbd0oE60yC,"The elementary school is adjacent to the block.
","840 Colusa Ave, Berkeley, CA, 9470",,,
11/1/2019 22:20:40,4235,1,2,1,2,0,5,2,Yes,3,No,Professional offices (doctor dentist lawyer accountant real estate),3,Yes,No,No,https://drive.google.com/open?id=18EDj-9VtAukyoEqoicWoyStxGsomKV_i,"1927 Dwight Way, Berkeley CA, 94704",Institutional forms of capital visible in the hospital side of the street. ,https://drive.google.com/open?id=1cob94bX_8ISmPnys_1q9oWEibfw5neyy,"1937 Dwight Way, Berkeley, CA, 94704",All apartment complexes seemed to have fence safety measures like this one. ,https://drive.google.com/open?id=19s7mR76W_fXb7AJW4qX0h0gvpaQYWfPJ,"1899 Dwight Way, Berkeley, CA, 94704 ",Realtors appear to be in the process of being built and established in the neighborhood. ,,,,,,
11/1/2019 22:13:58,4229,1,3,1,1,0,1,3,Yes,1,No,"Bars and alcoholic beverage services, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate)",3,Yes,No,Yes,https://drive.google.com/open?id=1XZ9it2fdG8k-uuZ83ZMe97OT5uvW4Yib,"2349 Shattuck Ave, Berkeley, CA, 94704 ","In front of Pegasus Books Downtown a man greets pedestrians in a friendly manner, asking for money for food",https://drive.google.com/open?id=1xR4MNS7soKmU416nc5jOexnSvrspflRP,"2377 Shattuck Ave, Berkeley, CA, 94704",Older people sit and wait for a table in front of La Note restaurants.,https://drive.google.com/open?id=1j-GmoP2_if2gCypW2rueIs9d-xUZXZ17,"2377 Shattuck Ave, Berkeley, CA, 94704","Signs advertising the restaurant, La Note.",https://drive.google.com/open?id=1rWpGeg_FraiXXXDpLJNil8hmCC20froD,There is graffiti on public sitting spaces.,"2389 Shattuck Ave, Berkeley, CA, 94704",,,
11/1/2019 22:17:23,4031,1,1,1,2,0,4,4,Yes,1,Yes,"Banks or credit unions, Chain retail stores, Fast food or take-out places, Fire station, Post office",3,Yes,No,No,https://drive.google.com/open?id=1RX_9Pxcf2QgqkBcTSI9vLLsfgzv7u9kk,"1301 Clay Street, Oakland, CA, 94612",,https://drive.google.com/open?id=1cNUnlqAl3yskukGm0PaK5KBxgx2EFFpI,"1400 Broadway Street, Oakland, CA, 94612",,https://drive.google.com/open?id=1jiZ6I9o9xi5YjGYIYpWDB5q1MY7O1LMc,"1200 Clay Street, Oakland, CA, 94612",,https://drive.google.com/open?id=1HHZW0fk7lJD0ndYWdGlvD0Uro8QPgGtC,"540 12th Street, Oakland, CA, 94612",,,,
11/1/2019 22:32:52,4201,1,1,1,1,0,3,1,No,1,No,N/A,3,No,No,No,https://drive.google.com/open?id=1HwrxkKfSQ0G3MKn9ayD7PtMs_5Nxuj-f,"707 Pomona Ave, Albany, CA, 94706",Little Free Library where people can take and leave their own books. ,https://drive.google.com/open?id=14NOgq6buzCuG8S4j4k_BxcBHpdJHRmWp,"808 Pomona Ave, Albany, CA, 94706",School xing sign letting cars know there's a school nearby.,https://drive.google.com/open?id=1bh6SCX8A3OHkmjP5J9nhU9Xqaclenxdb,"830 Pomona Ave, Albany, CA, 94706",House that has tape on the windows and various items outside on the porch.,https://drive.google.com/open?id=1pMwG0YXfUAAVkVquWpw4Ke6d-Wq2PHFi,Porta potty that seems to be out of setting for this neighborhood.,"824 Pomona Ave, Albany, CA, 94706",,,
11/1/2019 22:40:40,4014,1,2,2,2,1,5,3,Yes,3,No,"Liquor stores or Marijuana Dispensaries, Parks, Playgrounds, Schools or daycare centers",3,No,No,No,,"819 Brockhurst Street, Emeryville, CA, 94608",Children play in gated school yard after school.,https://drive.google.com/open?id=14pCtDc3STo5JPLKEcYa9GBwX7R1xR1U0,"19 Brockhurst Street, Emeryville, CA, 94608","Local businesses boarded up, covered with graffiti",https://drive.google.com/open?id=1-DaIAyouU2I4UgWaaEK8ePFu-QGgQcNg,"19 Brockhurst Street, Emeryville, CA, 94608",Almost all the homes in the neighborhood have iron gated doors and windows,,"Street racing, loud music, and gathering of neighborhood residents on the streets.",,,,
11/1/2019 22:46:31,4031,2,2,1,3,0,2,3,Yes,2,Yes,"Banks or credit unions, Eating places/restaurants, Fast food or take-out places, Liquor stores or Marijuana Dispensaries, Supermarkets/grocery stores",2,Yes,No,No,https://drive.google.com/open?id=1k65aV9mVYGsfJ1gDB8IZ2EjatHESqi2p,"801 Franklin St, Oakland, CA, 94607",Retail and commercial buildings,https://drive.google.com/open?id=1wNNRElIsuB0VFA-3WQmRPlD8-ZHmFGY4,"401 Eight St, Oakland, CA, 94607",Wall graffiti and passing locals,https://drive.google.com/open?id=1cI2mTGGqOiBG9RubYK8Ahvk7U5tpUWcL,"801 Franklin St, Oakland, CA, 94607",Ethnic characteristics retail shop,https://drive.google.com/open?id=1JhXrpBYbKX7jDheoOs-zN9j4i9ZLdIQr,Bank and commercial buildings,"801 Franklin St, Oakland, CA, 94607",https://drive.google.com/open?id=1fkOPs-0PRPDt83fPV22dcW17Y_r5k26o,"801 Franklin St, Oakland, CA, 94607",Only one direction of traffic
11/1/2019 22:58:17,4212,1,1,1,1,0,3,2,No,3,No,N/A,2,No,No,No,https://drive.google.com/open?id=1CY2k_anT-ANQn_k8XRMnuC_vhCvtVXtX,"1113 Keith Ave, Berkeley, CA, 94708","There were many trees, houses had no frontwards, only small driveways. It appeared difficult to find parking because of how small the street was, there were also no sidewalks.",https://drive.google.com/open?id=1zttElPssz-3J1Lb6kcHTFZVpVzmb8qoz,"1113 Keith Ave, Berkeley, CA, 94708","This is a path in between houses that had a stairway going down, allowing people to easily transport from one hill street to another.",https://drive.google.com/open?id=1tzdjow2Ef22Jv4up15msyRYSjqJwb-6L,"1113 Keith Ave, Berkeley, CA, 94708",This picture demonstrates how narrow the streets are and how cars are parked only on one side. ,,,,,,
11/1/2019 23:03:53,4027,2,2,1,2,0,2,1,Yes,2,No,"Parks, Playgrounds",2,No,No,No,https://drive.google.com/open?id=1W7uvw3Wnl5zugqtCA8W7rQKkJa95rM7g,"799 17th St, Oakland, CA, 94612","Trash in front of the shop, and violation parking",https://drive.google.com/open?id=1uC3Pqs_E5Xzg5560JeH-6QxrWmKcgy62,"799 17th St, Oakland, CA, 94612","Front view of the only shop around, obvious cigarette sale signs. Sign next to cigarette says, 
Private Property, No Soliciting, No Loitering, No Trespassing. Street graffiti like kids paintings. ",https://drive.google.com/open?id=1vFoEXntV5zvZUpUG6hEH5AKvBPdTdMmE,"799 17th St, Oakland, CA, 94612","Parking violation on red line, and the white sedan got its rare window smashed, covered with plastic wraps. The old motor home has an obviously twisted broken door. ",https://drive.google.com/open?id=1KQL4wneapBb7DLwPHRa_2-nDQGofHo3D,The signs of names of roads,"783 17TH St, Oakland, CA, 94612",https://drive.google.com/open?id=1GcLSeQDklU_Lxtxyzdi2EI6AigRgt5Ou,"799 17th St, oakland, CA, 94612",Houses all have gratings on either doors or windows. 
11/1/2019 23:28:43,4204,1,1,1,1,0,1,1,No,1,No,"Eating places/restaurants, Fast food or take-out places, Gas station, Parks, Playgrounds, Police station, Schools or daycare centers, Supermarkets/grocery stores",1,Yes,No,No,https://drive.google.com/open?id=1OztvndQVyFQjLWr7oERCFRLlSobM6OqZ,"1000 Jackson St, Albany, CA, 94706","I found it very interesting how I was there around 6 in the evening how these schools are open pretty late. The gates were open, and the yard of the school was basically open to the public, I could not snap a picture of kids playing on the yard for obvious reasons. One thing that took me by surprise and was pretty interesting was the little murals the school had on its side gates!",https://drive.google.com/open?id=179WkyAZpuqmEf34kGSt6bg2yeFmg3fbz,"1123 Jackson St, Albany, CA, 94706","At the time of 6pm, this community center was filled with not only UC Berkeley Students were welcomed. It was a study space for the local school kids to not only do homework  on their own, but for one on one tutoring ",https://drive.google.com/open?id=1qMnkeJgcgU4qKtrMco33XbjGk7NAgyJn,"1000 Jackson St, Albany, CA, 94706","Among this picture was more art, but because of how late the evening was, the lighting was not at its best. But along the elementary school was around 30 mural photos of ocean animals. I think this would have the do with the promotion of the no straw movement the country is going through right not, so it is great how the school is having the students be aware at such a young age.",,,,,,
11/1/2019 23:50:03,4014,1,1,1,3,1,2,2,Yes,2,No,"Bodega deli corner-store convenience store, Community center, Schools or daycare centers",2,Yes,No,No,https://drive.google.com/open?id=1rxNPlne2U-3TBwKqh_5702qz4whd4Rjv,"890 Brockhurst Street, Emeryville, CA, 94608","Although graffiti was very much present in this street block, this graffiti particularly stuck out to me as some of the residents in this street have strong feelings towards re-segregating factors that are in play in their neighborhoods, such as gentrification. They know what is happening to their neighborhoods and their cities.",https://drive.google.com/open?id=1zC2Z4WSvyFeY5TEvU5zEymxL9xOTqpag,"3233 Market St, Emeryville, CA, 94608","I found it particularly strange how such a small church could exist in a city as big as Oakland, but apparently this small church is running and alive in this neighborhood (even though the religious worship times are very very limited due to this).",https://drive.google.com/open?id=1vYbK6IPx3keGZAbXzLJpzJt19_dlOZN5,"890 Brockhurst St, Emeryville, CA, 94608",Found it strange to find graffiti on a fire hydrant of all places. I’m not sure if it was just a random person who made this graffiti or if it could be a sign of something larger at play in this part of the city.,https://drive.google.com/open?id=1aVMyQEJoPuSmZ3O4i3Vnryyzp90ksXWt,"One of the only houses on this block that actually has bars on the windows. Aside from that, the house looks normal and the exterior is fine as well. Found it strange how there was only one building like this in the block and not more. Maybe this is one of the newer or older buildings in the block that have not adapted to the times.","3233 Market St, Emeryville, CA, 94608",https://drive.google.com/open?id=19X8rQFHd1sRXtACQMk95d0_vudZZ1c-E,"890 Brockhurst St, Emeryville, CA, 94608","Boarded up house across the street. Not sure if it is under construction or not, but guessing based on the lack of cars in the driveway and the very messy and destroyed front of the house, and checked it off as one of the abandoned buildings on the block."
11/2/2019 0:00:43,4005,1,2,1,2,0,4,2,Yes,2,Yes,Schools or daycare centers,2,No,No,No,https://drive.google.com/open?id=1ZT3POIIRl8K-ALLXOyPubWblA5XAMSL1,"581 61st Street, Oakland, CA, 94609","Sankofa Academy is a public school for children from preschool through fifth grade. According to a 2016 article by KQED, many students qualify for free or low-cost lunches.",https://drive.google.com/open?id=1g5u3thcNK5pc3hL-DbgrgQWk3szEt_JD,"540 61st Street, Oakland, CA, 94609","The T.A.P. Center is geared towards students who are at risk for expulsion. Graffiti, such as the tagging on the center’s sign, is noticeable on the block.",https://drive.google.com/open?id=1JDFr_T-XFpFs4JNKmi_h4I9tE9q7sPUH,"574 61st Street, Oakland, CA, 94609","This moving container was the clearest sign of new residents in the neighborhood. Other signs included construction, freshly-planted gardens, and comparatively expensive vehicles.",https://drive.google.com/open?id=1zI72c_2eE3VG9smOkBIIOoZNCNpNQEtp,"An example of a residential home on the block. In comparison to some other houses on the street, this home does not appear to have new residents.","560 61st Street, Oakland, CA, 94609",https://drive.google.com/open?id=1ALJqnMehCbw8F3rn2IaDM_TLWd1gEm6-,"597 61st Street, Oakland, CA, 94609",This “Black Lives Matter” sign was joined by others supporting political candidates and Oakland teachers. Families on this block appear to be politically and civically engaged.
11/2/2019 0:03:22,4213,1,1,1,3,0,1,1,No,1,No,"Auto repair/auto body shop, Banks or credit unions, Eating places/restaurants, Fast food or take-out places, Gas station, Post office",3,Yes,No,No,https://drive.google.com/open?id=1dkGkjkULljW-89p7iXrkBaUV4_8zqaRj,"1820 Solano Ave, Berkeley, CA, 94707",,https://drive.google.com/open?id=1F1pLXcba_aOZW7xRKB2PrwgIdDAyYeyY,"1891 Solano Ave, Berkeley, CA, 94707",Shows clear street and atmosphere of area,https://drive.google.com/open?id=14GJEPb09AkS5gdjSTZgRWiBTwarzW9DS,"1863 Solano Ave, Berkeley, CA, 94707",How shops display their product,https://drive.google.com/open?id=1NjoqCvqxC-8BX5hsjGgfT3N9zNQO823i,Image of broken part of street. This was the worse part of street that I could find.,"1819 Solano Ave, Berkeley, CA, 94707",https://drive.google.com/open?id=1kdqSjr9lmciGBxsvzdqjmdokNtUJjm5G,"1863 Solano Ave, Berkeley, CA, 94707",Different view of street from opposite way.
11/2/2019 9:48:48,4224,1,2,1,2,0,1,1,No,2,No,N/A,3,No,No,No,https://drive.google.com/open?id=1wdp-Qq3ymBXSakErQZBS64nw-9t3MZsd,,One of many well-kept front-yard gardens in Delaware Street. This one was especially nice!,https://drive.google.com/open?id=11baNrzrsHXKgRWMzwiYaYhcEE65VLhuF,,Most houses in Delaware Street are nice and in good condition such as this one.,https://drive.google.com/open?id=1pUOcn6xbM-Q20pvi6reRvU_ZAtXuYcPy,,There is a variety of architectural styles on Delaware Street. This is an example of this variety. I also liked the bright colour of that house. ,https://drive.google.com/open?id=1AmWkDzf0FaSuwBBw0_g9I5A70YfffUgP,"A bamboo tree with some kind of notes attached to it - a rather unusual, but very interesting, sight!",,https://drive.google.com/open?id=1fFow1r41QrP4oyEppoNQUqNKIvSpbrJD,,Another example of the well-kept houses in Delaware Street. I especially liked the pastel colour and the leafy front-yard garden. 
11/3/2019 22:36:37,4007,1,1,1,1,0,1,3,No,2,Yes,"Parks, Playgrounds",2,No,No,No,https://drive.google.com/open?id=13A5szD7IACuAFlRCoW5yJCYRpfWcEHwO,," This house was being renovated & had many warning signs on it.
",https://drive.google.com/open?id=1-qspFjnjy8Rb3wKEQqcjiXFR3FCg5637,,"The door was broken & there were many weeds that were not maintained.
",https://drive.google.com/open?id=1tSOjVgfS3ysNu1fjv2dl9l_ky5So9XQm,,"While I was driving to 58th street,  I noticed a strip of homeless people living in tents.
",https://drive.google.com/open?id=1jggASkxGwBghal7yT9sDnYRKSBdiAx9T,This family put up halloween decorations. Several other homes also had decorations. Suggests that families live here/positive & nurturing environment.,,https://drive.google.com/open?id=1MQWjieWMDh2JBQRKcE1KHc5IqokPNqJa,,"This home was poorly painted/chipped and had broken parts, as well as no trespassing signs.
"
11/4/2019 10:32:30,4203,1,1,1,1,0,2,2,No,1,No,"Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers, N/A",3,No,No,No,https://drive.google.com/open?id=1c-ySXHciOihJCxrNK80pNj3q5L-gtp1p,"1021 Solano Ave, Albany, CA, 94706",,https://drive.google.com/open?id=11Bwx1E9qVVBPI0LOF9s1sAQqU7OmgQ8f,"1007 Solano Ave, Albany, CA, 94706",This was the only buildimg that was not occupied (I couldnt find an address),https://drive.google.com/open?id=1BcIyX_fvbFS_dqzOctgtZD79_Mgr2IKD,"1007 Solano Ave, Albany, CA, 94706",,https://drive.google.com/open?id=1_ANKWmFSd-tfNNL5-3nOYiELkIIIymwI,A view of Madison St,"1006 Solano Ave, Albany, CA, 94706",https://drive.google.com/open?id=1pQdw3xqt5a3dGWanWyWJZ8_KxOhwBxsN,"1002 Solano Ave, Albany, CA, 94706",
11/1/2019 9:52:58,4217,1,1,1,1,0,3,1,No,3,No,"Banks or credit unions, Eating places/restaurants, Supermarkets/grocery stores",3,Yes,Yes,Yes,https://drive.google.com/file/d/11fBt9ZIc56vuWOujdrA0WbJgydC_sCby/view?usp=sharing,"1550 Shattuack Ave, Berkeley, CA, 94709","Many students rely on this grocery store for their produce and daily nutrition. It provides students the opportunity to choose organic food and has its own bakery. It’s relatively large, covering roughly half the block with its parking lot and the actual building itself. Its location amidst the residential buildings make it an ideal location for business because most students can easily access food.",https://drive.google.com/file/d/1l3ZGT_zOeG41UKlw_6Bggf7PBJ5fCIYu/view?usp=sharing,"1512 Shattuck Ave, Berkeley, CA, 94709","The Cheese Board Collective is a relatively inexpensive pizzeria that caters to vegetarians and exudes a welcoming atmosphere for families, groups of friends, individuals, allowing community members to mingle together. It is conveniently located among the other businesses, encouraging people to go there as they are navigating through the “non-restaurant” businesses.",https://drive.google.com/file/d/1RvduDtE1eykZRjD-XVglrI-PRP9yt9yJ/view?usp=sharing,"1512 Shattuck Ave, Berkeley, CA, 94709","This board includes several notices of political events and social messages such as climate change awareness and involvement with Palestine. Moreover, it features social events such bike rides, orchestra schedule of “Mass in Troubled Time,” and Berkeley graduate lecture. It provides people a quick look into the lives around Berkeley and how individuals can get involved.",https://drive.google.com/file/d/1j8Wy-r6s7O-r5n0qvsygPYwwDKvgHkJP/view?usp=sharing,"This bus stop allows students to navigate through Oakland to reach different parts of campus or engage in other events. This is rather overlooked part in our community due to the excessive number of stops in each block; however, it is pivotal to the functioning of the society because it provides easier and more environmentally friendly approach in getting to work or school, etc. ","1550 Shattuack Ave, Berkeley, CA, 94709",https://drive.google.com/file/d/1zNAllrlWQuO12OtmWfViUixpRkYHv0GV/view?usp=sharing,"1536 Shattuck Ave, Berkeley, CA, 94709","This building appears to be quite well-kept and maintained as it has a clean parking lot with a small front and back yard with greenery. Moreover, it’s facing a particularly clean street that is also lined with similarly fashioned buildings — with small yards of greenery around the house, a gate, and small fencing near the back. "
