,Unnamed: 0,Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates
115,115,10/24/2018 12:45:11,4217.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,Yes,2.0,No,"Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores",2.0,No,No,No,https://drive.google.com/open?id=1jG8MvM16aC5nLMhVf8iYMHOV8i6NfK-F," 1600 Shattuck Ave #112, Berkeley, CA 94709",The entrances of the eating establishments/businesses are on Cedar and not Shattuck as the addresses indicate (except Crepevine). ,https://drive.google.com/open?id=1Z8l4sft2VT1krQw-1uX4W28SFtVAdXcG,"The directory of the busine 1600 Shattuck Ave #106, Berkeley, CA 94709","The directory of the businesses and practices, most are located above/behind the restaurants.",https://drive.google.com/open?id=1-lHqpqCiq58PiNNkoK0u-It2_2dfcG3D,"1550 Shattuck Ave, Berkeley, CA 94709",The side of Safeway Community Market.,https://drive.google.com/open?id=1EKyG86kT1b3PMB1Pfhz902dtrAYob0t3,The only residential units on the block. ,"2024 Cedar Street, Berkeley, CA 94709",https://drive.google.com/open?id=167dUcyw6jCaTeok_azcvAiCYCg37-_s0,"2022 Cedar Street, Berkeley, CA 94709",One of the very few graffiti pieces found on the block. All the visible graffiti was small in size.,"(37.8819398, -122.2701843)","(37.8819398, -122.2701843)","[37.8788525, -122.269976578391]","[37.8781893, -122.2701935]","[37.8781878, -122.2702135]"
116,116,10/24/2018 12:49:48,4205.0,1.0,4.0,1.0,3.0,0.0,3.0,3.0,No,2.0,Yes,,3.0,Yes,No,No,https://drive.google.com/open?id=1UEVRjIEwAHlMjBpMhMDmCjyJhbfZE7xn,"1064 Stannage Ave, Albany, CA, 94706 ",Signs showing the residents' political attitudes,https://drive.google.com/open?id=1FsRfJk8zgklqo_raKSqSt4IB9S8gRVjo," 1062 Kavins Ave, Albany, CA, 94706",Heavy task: one father with four kids,https://drive.google.com/open?id=1bGqJan_gbeDxhFwQOEIQj1J-IG8xXLo1,"1053 Stannage Ave, Albany, CA, 94706",The horrible Halloween house,https://drive.google.com/open?id=1eqsVqT7gq1BmcsRE5Y5kxQpW_FQgdFfY,The building slides,"1050 Kavins Ave, Albany, CA, 94706",,,,"[37.8851501836735, -122.295585673469]","(37.8867059, -122.2950048)","[37.8855068367347, -122.295483734694]","(37.8867059, -122.2950048)",
117,117,10/24/2018 13:13:13,4224.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,No,3.0,No,,3.0,Yes,No,No,,"1624 Milvia St, Berkeley, CA 94709",,,,,,,,,,,,,,"[37.8770947, -122.2715731]",,,,
118,118,10/24/2018 15:45:29,4212.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,No,2.0,Yes,,3.0,No,No,No,https://drive.google.com/open?id=1i2BJTG_nSCmbgjJ9UqiW18wsRMg5qTyY,"906 Contra Costa Ave, Berkeley, CA 94707",This was the only type of trash on the street. It was a result of some remodeling on one of the houses. ,https://drive.google.com/open?id=1EF2kyT5Be3fJ_Sk4fqpmxKJBJ_OTbG98,"901 Contra Costa Ave, Berkeley,CA 94707",This house is one of 4 on the block being renovated. It is going under the most construction of all them. The rest are light or in the rear/unseen parts of the homes.,https://drive.google.com/open?id=1nnNqCPgENWEPUcQA0_X6VoSgp-zimVtL,"869-A Contra Costa Ave, Berkeley,CA 94707",This is a 'park' in the neighborhood. I is just a big rock you can climb. The view at the top is great. Take note of the sign by the left of the rock which has the rules for the park.,https://drive.google.com/open?id=1spFsIxwxv9A62xkJn6Jy2568L9FyfIYe,"I put that some buildings on the block had gates. This an example of that, most serve a greater purpose as decoration than security. These were intimidatingly beautiful homes.","865 Contra Costa Ave, Berkeley,CA 94707",https://drive.google.com/open?id=139IPCnyTAIrdUJdrg7ltL33R9LIJ9sFL,"848 Contra Costa Ave, Berkeley,CA 94707",Many homes either had this sign in front of it or another one in front for a different security company.,"[37.8914842147416, -122.276069275695]","[37.8916389, -122.2758068]","[37.8926016986437, -122.276311105022]","[37.8927140102342, -122.276305174377]","[37.8931238634588, -122.276437990487]"
119,119,10/24/2018 14:33:21,4235.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,Yes,2.0,No,"Auto repair/auto body shop, Community center",3.0,Yes,No,No,https://drive.google.com/open?id=1jqRStmqD1nKUpL1e6TvLHyDzoca5BeJ_,"2623 Shattuck Ave. Berkeley, CA, 94704",The abandoned automotive sound shop.,https://drive.google.com/open?id=1NTS3arPo1A3BB-mkpgYlgxnAIJrgq73c,Shattuck Ave. and Parker St.,The print graffiti on the western face of the block.,https://drive.google.com/open?id=1j0zcUhkLVQLHo_nQ_8IqJgXHQ7H1wqma,"2625 Shattuck Ave. Berkeley, CA, 94704",The Equinox Gym with condos above it. Highlights the disparity in development. ,,,,,,,"[37.8729527, -122.2684812]","[37.8619267, -122.267279]","[37.8729527, -122.2684812]",,
120,120,10/24/2018 14:52:09,4014.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,Yes,3.0,No,"Liquor stores or Marijuana Dispensaries, Schools or daycare centers, Supermarkets/grocery stores, Warehouses",2.0,Yes,No,No,https://drive.google.com/open?id=1rBvQ1k3BB66cOWf5acRJiQCCHaHhyVHx,"888 Brockhurst St, Oakland, CA, 94608",It's typical type housing in Oakland without too much care,https://drive.google.com/open?id=1SdKpOFmtxRKOZwP4dtXIDMIsj18WnJQp,"890 Brockhurst St, Oakland, CA 94608","It's an elementary school in the block. Well-designed, but I guess no security nearby",https://drive.google.com/open?id=1Fhs2XqNmcJnnzsTmFLhrwa1-7fB07s8z,"890 Brockhurst St, Oakland, CA 94608","It's huge fence around the Hoover Elementary school. Inside of this, there are lots of trash.",https://drive.google.com/open?id=1HcSKG8YgypemipFSDFgoDhwv_SzphFu_,"877 Brockhurst St, Oakland, CA 94608","the car next to the house, I guess it's abandoned",,,,"[37.8232340845566, -122.275339927151]","[37.8232458676453, -122.27539074172]","[37.8232458676453, -122.27539074172]","(37.8207387, -122.2733758)",
121,121,10/24/2018 15:26:58,4214.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,No,4.0,Yes,Professional offices (doctor dentist lawyer accountant real estate),2.0,Yes,No,No,https://drive.google.com/open?id=1Zg24LYcKo_Oif1xw0vuHvronhD3EL9O3," 1989 El Dorado Ave, Berkeley, CA 94707",High barbed wire fencing divides substation from apartment units which appear hidden in the back of commercial buildings.,https://drive.google.com/open?id=1ZK8PvftVWt3f06Zd53KBzMSRXEowzBxa,"1995 El Dorado Ave, Berkeley, CA 94707","Building for Golden Gate Sotheby's International Realty which took up most space here. One man kept looking at me from the window and seemed uncomfortable, which made me uncomfortable. Furniture, computers, and what looks to be a meeting room are all visible through the windows.",https://drive.google.com/open?id=126hywcXp7M8IKVwzl5FTboEgK7IlmVYB,"2001 Hopkins St, Berkeley, CA 94707","Vacant space with faded sign from former commercial tenant, which appears to be Magnolia Salon de Beaute. Leasing sign is posted. Windows show glimpses inside of very empty room with no signs of construction.",https://drive.google.com/open?id=1J6-HlkDxDCNfggcBDWDuCdvz_DAhBTQj,"Taken from around the side of Topaz Salon, the block abruptly cuts into a tunnel for traffic. More wire fencing is shown, but not as high and does not appear to be barbed. Pathway enables pedestrian and cyclist access of tunnel.","Sutter Street (tunnel) by 2003 Hopkins St, Berkeley, CA 94707",https://drive.google.com/open?id=1Nwb4HhS0AOK7nnUlZzql0SfYyqyMIw48,"2001 Hopkins St, Berkeley, CA 94707","Took a panorama outside vacant storefront lot to show full surroundings. I am confused by this area, because from where I am standing it appears as though  attempts have been made to establish upscale boutiques, but the surrounding area appears to comprise lower middle-class housing.","[37.88892685, -122.272938420673]","[37.8889048, -122.272717]","[37.8880229582047, -122.273002542938]","(37.8883409, -122.270922)","[37.8880229582047, -122.273002542938]"
122,122,10/24/2018 15:27:40,4239.01,1.0,2.0,1.0,2.0,0.0,1.0,3.0,Yes,1.0,No,Auto repair/auto body shop,2.0,No,No,No,https://drive.google.com/open?id=1m0Mw0aJqiaYcu1z4PTZZl9clxWPy0qNb,,Typical duplexes lining the street.  Notice one residence resides above the other.,https://drive.google.com/open?id=1iCd36IBxWxBUtFSOsVxPoB07cjoWDZdY,,A pile of goods outside a residence free to any takers.,https://drive.google.com/open?id=1oDNpbr4VdozS4VzaWngSW411g0On0c9_,,Trees and cars line the litter-free street.,https://drive.google.com/open?id=1kerYc1Sw4tYG7D53khEo7PcyLgq_B2n4,,Home-made sign in a resident’s window alerting neighbors of risk of animal kidnaps.,,,,"(37.8523001, -122.2675177)","(37.8523001, -122.2675177)","(37.8523001, -122.2675177)","(37.8523001, -122.2675177)",
123,123,10/24/2018 15:52:02,4213.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,Yes,1.0,No,"Banks or credit unions, Eating places/restaurants, Gas station, Supermarkets/grocery stores",2.0,Yes,No,No,https://drive.google.com/open?id=1zyuIk1DAjFQimgEfdR0kjRGCIwsfTFSY,"1850 Solano Ave, Berkeley, CA 94707",Shows people have a place to post their ads.,https://drive.google.com/open?id=1mAOmdvYmQcu_lNDNLH9MCrLtX9bp7kFw,"1830 Solano Ave, Berkeley, CA 94707",Shows that cigarettes are being sold in the block.,https://drive.google.com/open?id=1La5gdqQuBDC2g0Q6pcaq5rQ-5QK5qsOr,"1825 Solano Ave, Berkeley, CA 94707",Shows multiple restaurants including a coffee shop and ice cream shop.,https://drive.google.com/open?id=1S_L0Mw65DG6BdjIHmVYvUjBD5Pt9Dqxd,Shows a recreation center in the area.,"1820 Solano Ave A, Berkeley, CA 94707",https://drive.google.com/open?id=1pRenwnJOKgHEQTB5ysp9ICnxABBd4ad9,"1801 Solano Ave, Berkeley, CA 94707",Shows there is a bank in the area.,"[37.8913003768633, -122.278671673717]","[37.8912830590818, -122.279032621103]","[37.8914456137594, -122.27910524919]","[37.8912585, -122.279519]","[37.891406, -122.279754]"
124,124,10/24/2018 16:37:53,4030.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,1.0,Yes,"Banks or credit unions, Community center, Eating places/restaurants, Schools or daycare centers",3.0,No,Yes,No,https://drive.google.com/open?id=1WzazmrGzkCltozQkRcFsNfo_3-QmmQLT,"1000 Broadway #160, Oakland, CA 94607","many trees, plants ",https://drive.google.com/open?id=1BWT7NyHu8FHGigQ909ISm0Ix8IF8jt13,"1000 Broadway, Oakland, CA 94607","Many students were over there, securities were there.",https://drive.google.com/open?id=14kxN6FLQrMhqHYYTi1SRiib7HR6Yo8gE,"1000 Broadway, Oakland, CA 94607","The roadway is very clean and no trashes, broken glasses found. ",https://drive.google.com/open?id=1g7F-HfK1Q2FYWo7f85O0QthcAyGLQggx,"you can find good transportation here, many bicycle, buses.. etc","1000 Broadway, Oakland, CA 94607",https://drive.google.com/open?id=1iXQhGj4TsPq0KPDxMIsrFn6c69hizp2x,"901 Franklin St Ste 88, Oakland, CA 94607",very clean trashcan overall,"(37.8004265, -122.270732)","[37.8017983, -122.2724448]","[37.8017983, -122.2724448]","[37.8017983, -122.2724448]","(37.8004265, -122.270732)"
125,125,10/24/2018 16:57:59,4214.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,No,1.0,Yes,,3.0,No,No,No,https://drive.google.com/open?id=1cEFgaz46utSG-uFBaopTzhKRI1Fs93jh,"1042 Oxford st Berkeley, CA  94707",This image is a good visualization of the sidewalk in the street block. It is very well maintained with trees on either sides and most importantly no trash of any kind. The fence on the right as well is both functional as a barrier but also decorartive as it looks very well maintained and adds to the aethstic of the property. ,https://drive.google.com/open?id=1g4YHp-ENTDyXPqTfG2ry710yiLFL61mv,"2109 Los Angeles Ave Berkeley, CA  94707","This image shoes the well maintained street as well how organized and well taken of everything is. All cars are parked amply far from the street and the trash is in its designated position. The building on the other side of the street also sets the stage for the rest of the houses on the street, looking grandiose. ",https://drive.google.com/open?id=158_XjsLKaSSkodm1VYtxV_J9n518TpfC,"2119 Los Angeles Ave Berkeley, CA  94707","The reason I chose this image is because of the importance of cleanliness of the people living on this street. Looking at the entrance to the garage, although there are leaves in the driveway the sidewalk remains completly clear. It really seems as thought the citizens of this street treat cleaninless as a top priority. Also it is important to notice the lights along the street as they do not look cheap and must be quite expensive to maintain. ",,,,,,,"[37.8891169, -122.2679168]","[37.8904308, -122.2747164]","[37.8904308, -122.2747164]",,
126,126,10/24/2018 17:20:33,4014.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,Yes,3.0,No,"Auto repair/auto body shop, Manufacturing",2.0,Yes,No,No,https://drive.google.com/open?id=1JM_RRMHPo4GxlT6dCf2YP0dA3vaGWJvh,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Homeless Tents and Rentable Electric Scooter,https://drive.google.com/open?id=1PbSDAZ0Qk_1honmnYtoJzYuBjO8LA-6F,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Vacant Lot,https://drive.google.com/open?id=10GU1U1RyNnKuWL1BFs1vIfpcMPmeUSDL,"24th St & Martin Luther King Jr Way Oakland, CA 94612",Street Art,,,,,,,"(37.8207387, -122.2733758)","(37.8207387, -122.2733758)","(37.8207387, -122.2733758)",,
127,127,10/24/2018 18:30:31,4010.0,1.0,2.0,1.0,4.0,0.0,3.0,2.0,Yes,2.0,Yes,Auto repair/auto body shop,2.0,No,No,No,https://drive.google.com/open?id=1-T9Dn0iFZoTlOtLgqc-5LoaAE0ybwwI9,"707 39th St, Oakland, CA 94609","This 15 mph/speed bump sign shows that speeding has been a problem in the past here. Found it very interesting to see this sign on a block that is between two main roads. 
",https://drive.google.com/open?id=17KnrqgRTCNi5pDphTxvD8cZ0B-pAz9S0,"717 39th St,Oakland, CA 94609","This house along with several others is under renovation. It is also a multi-family house, meaning that many people are going to benefit from this housing once it is available. ",https://drive.google.com/open?id=1TB-nFmT9VgE1m6UuwQW6eTOFPTFkuG1D,"701 39th St, Oakland, CA 94609","
This front yard is decorated for Halloween and also has a sign that reads, “Drive like your kids live here.” This tells me that there are children living in this house. The neighborhood does not seem to be the most child friendly however, due to the businesses that are in the area and lack of child friendly businesses. ",,,,,,,"[37.829158835325, -122.270053085569]","[37.8291768671266, -122.27016297244]","[37.829148016244, -122.269987153447]",,
128,128,10/24/2018 19:01:01,4028.0,1.0,3.0,1.0,3.0,0.0,3.0,2.0,Yes,1.0,Yes,Professional offices (doctor dentist lawyer accountant real estate),2.0,Yes,No,Yes,https://drive.google.com/open?id=1tfa0hTRvqo2S57ybsFol77uLR2JR-Lck,"604 20th St., Oakland, CA 94612",Old beauty supply store with pull-down metal security blinds and artwork on all sides of the building.,https://drive.google.com/open?id=1tYUL1dYasCPd4OoP57m_lFOQc0-YRvsp,"2003 Telegraph Ave., Oakland, CA 94612",Unmarked building with a painted mural across the entire face of the building; trees that line some of the street visible.,https://drive.google.com/open?id=1mDkNG4X7udXqKUe2R3AECX__EGUJMXAt,"2301 Telegraph Ave., Oakland, CA 94612",Modern office building that is under renovation.,https://drive.google.com/open?id=1kCskzGBU0w9dR5blGQYL77i2QPa2_vpL,"Well kept, modern apartment buildings; note that the entrances to the units are all raised from the street.","500 William St., Oakland, CA 94612",,,,"[37.8101072144315, -122.272260790306]","[37.8097556600973, -122.269722804523]","[37.81276, -122.268974]","[37.809083, -122.269945]",
129,129,10/24/2018 19:47:23,4217.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Yes,1.0,No,,2.0,Yes,No,No,https://drive.google.com/open?id=1PLqZzbo9X22-Q9H3XevqEm9liGnGmC9F,"1536 Oxford Street, Berkeley, CA, 94709.",It is easy to find such a decorated house with a great garden in this area.,https://drive.google.com/open?id=1pAaz6N-VcQPAs_z1qadnecHPzFFJgAAK,"1526 Oxford Street, Berkeley, CA, 94709.",Houses facing to Oxford Street have big space of garage behind them.,https://drive.google.com/open?id=1hWkV7_25xoXGvgXLySSaOKJe0YIcJ3di,"1501 Walnut Street, Berkeley, CA, 94708.",There is only one building which is not for housing. This is a church in this block.,https://drive.google.com/open?id=18ndJY5Qh7qrYx0CBQuToTyTapiYW-sL8,"Each garden of this block has a different concept from other houses in this block. However, we can say many houses have gardens usually in this block.","1511 Walnut Street, Berkeley, CA, 94709.",https://drive.google.com/open?id=1qMseZKmsIhbZbggJNSurrTYAM2dSdYYv,"1527 Walnut Street, Berkeley, CA, 94709.",I asked a lady to allow me to take a picture. Many walkers of this block go around with their pets such as dogs. There are no homeless people and teenagers.,"[37.8797720681045, -122.267100929001]","[37.8795326, -122.2671516]","[37.8801531, -122.267834688903]","[37.8800475889316, -122.268080621571]","[37.8797940540091, -122.268053533479]"
130,130,10/24/2018 21:54:00,4224.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,No,2.0,No,,1.0,No,No,No,https://drive.google.com/open?id=1SZkny7SJgNDbHf4rnn37rAsQDtdzEfC-,"1912 Francisco St. Unit B, Berkeley, CA 93704","A higher socioeconomic status can be observed as waste is divided amongst compost, landfill, and recycling. These are generally added county fees that not everyone can afford. ",https://drive.google.com/open?id=1G0pC9YEWz0evjFhhpKWTdPSCiduRwHM8,"1910 Francisco St. Unit B, Berkeley, CA 93704","
This area also leaves old furniture and objects to be taken for free. There’s a high regard for reusing items here.",https://drive.google.com/open?id=1cZ7gLS76Fd1e-9MakALpBLEM996LODoH,"1915 Francisco St. Unit B, Berkeley, CA 93704","Most of the cars parked here are Hondas, Toyotas, and other vehicles of similar price range and date. Signifying that most individuals are of middle-class. ",,,,,,,"(37.8752396, -122.2695878)","(37.8752396, -122.2695878)","(37.8752396, -122.2695878)",,
131,131,10/24/2018 22:29:18,4229.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,No,1.0,No,"Community center, Parks, Post office, Professional offices (doctor dentist lawyer accountant real estate), Schools or daycare centers",2.0,Yes,No,No,https://drive.google.com/open?id=1LAfZPaTYqpQkh84WPBZeeJLkFdlhPOLy,"2180 Milvia St, Berkeley, CA 94704",civic center: No one really present coming in and out of the building ,https://drive.google.com/open?id=11eyXNL6SHDMHE9swnlvmXNmxNVn9G57F,"1980 Allston Way, Berkeley, CA 94704",Berkeley High School: Kept in good condition ,https://drive.google.com/open?id=19-poGjfy8WrzJ3UYrn-5EXCt6sxkjDiH,"2001 Bancroft Way, Berkeley, CA 94704",Berkeley Inn ,https://drive.google.com/open?id=1p5TZnxcLU0f0FIqOquoEI08TPRoqThPD,Near Berkeley High School - minimum damage ,"1980 Allston Way, Berkeley, CA 94704",https://drive.google.com/open?id=10JPfMsycXsn_4khByVirWjI8p_UeYg5j,"1980 Allston Way, Berkeley, CA 94704",,"[37.8694472, -122.270795144079]","[37.8689254380936, -122.270983757155]","[37.867462, -122.27004]","[37.8689254380936, -122.270983757155]","[37.8689254380936, -122.270983757155]"
132,132,10/24/2018 23:25:18,4212.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,No,1.0,No,"Fire station, Gas station, Parks, Playgrounds",2.0,Yes,No,No,https://drive.google.com/open?id=1fw-BB4084p0nqE0i8um01yjbsEXmXEWx,"Indian Rock Avenue, Berkeley, CA",It is a cool recraatio area close to the block from where i took pictures of where people can practice rock climbing. I thought it was very unique to have in a residencial area.,https://drive.google.com/open?id=18NMXiIZs1AvC5hFa-ieUyz7cWDd_7Jdz,"Thousand Oaks Berkeley, CA",The neiborhood I visited was pretty clean and had nice houses. So this picture is to show that. ,https://drive.google.com/open?id=1ULz_alAzMuBjzY_55nFl94-6uFoS1n1y,"Marin Avenue Berkeley, CA",All the houses had good frontyard space.,,,,,,,"[37.8935029, -122.272481]","[37.8953226, -122.2814103]","[37.8891892, -122.2750742]",,
133,133,10/25/2018 3:34:11,4239.01,1.0,1.0,1.0,1.0,0.0,3.0,1.0,No,2.0,No,,3.0,No,No,No,https://drive.google.com/open?id=1QRya5GkWB5YW7yPv7v3Hea96K6cbq1v1,"3004 Wheeler Street, Berkeley, CA, 94705",This house is best example to know difference between Fulton Street and Wheeler Street,https://drive.google.com/open?id=18781akJPf2IxoEI--dCuIhTokB48ayXQ,"3001 Fulton Street, Berkeley, CA, 94705",It is a place to rental a bicycle. This is an evidence that this street is safe compare to another street and low risk that the bike is stolen by somebody.  ,https://drive.google.com/open?id=1USf7u8UPD768ArnV4s7IIHLU-MRjAbBV,"3021 Wheeler Street, Berkeley, CA, 94705","I thought this house is in the middle of renovation because of steel framing in the yard, but it was just object according to the google map. Also it is only a dwelling which is decorating for Halloween on this street.",,,,,,,"[37.8552840477303, -122.264640957635]","[37.85554, -122.26338]","[37.8546447786376, -122.264323100601]",,
134,134,10/25/2018 14:31:03,4031.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,Yes,2.0,Yes,"Eating places/restaurants, Liquor stores or Marijuana Dispensaries",2.0,No,No,Yes,https://drive.google.com/open?id=1-_5b96lktDSF9UFamgX7ytuINian9KwV,Clay Street,"Parking lot in the area, shows the more run down side ",https://drive.google.com/open?id=1AptLjH49dcvpqvSt3nA_Z-tMCgz1sibC,"740 Clay Street, Oakland CA",Under the run down apartment building ,https://drive.google.com/open?id=1vy9R2qC0QCHnvL8-ouIN7FhR3pdtp01t,730 Clay Street,"mural, nice restaurant, and then a building under renovation",https://drive.google.com/open?id=1WFsE9I2VOE2TtVxhAlmcRuD7ELhHrDC4,Sign advertising community events in area at establishment ,740-50 Clay Street area ??,,,,"[40.61257125, -122.384699241587]","[37.8007233701069, -122.276357847093]","[31.6054193, -85.0496448]","[38.442417, -78.849657]",
